neutronNum,protonNum,sumStepLengths,numInteractions,numElastic,primary,
0,0,44.0556,5,4,1,
0,0,202.78,6,6,0,
0,0,45.1256,6,5,1,
0,0,1.05149,0,0,0,
0,0,31.8719,3,2,1,
0,0,175.414,3,3,0,
0,0,22.6661,3,3,1,
0,0,19.1786,3,2,1,
0,0,153.26,7,7,0,
0,0,136.35,9,9,1,
0,0,0.0935366,1,0,1,
0,0,0.181935,0,0,0,
0,0,26.4889,2,2,1,
0,0,68.679,4,3,1,
0,0,180.731,7,7,0,
0,0,70.4521,7,7,1,
0,0,120.49,10,9,1,
0,0,21.4595,1,1,0,
0,0,3.03094,1,0,1,
0,0,35.398,0,0,0,
0,0,32.2775,3,3,1,
0,0,29.5922,4,4,1,
0,0,449.777,20,20,1,
0,0,23.5949,3,3,1,
0,0,15.7063,1,0,1,
0,0,302.159,6,6,0,
0,0,156.396,11,10,1,
0,0,64.6954,0,0,0,
0,0,105.938,5,4,1,
0,0,60.0944,1,1,0,
0,0,52.8038,9,8,1,
0,0,9.3538,0,0,0,
0,0,196.866,15,15,1,
0,0,149.537,8,8,1,
0,0,6.91045,2,2,1,
0,0,51.713,2,1,1,
0,0,134.514,4,4,0,
0,0,191.505,10,10,1,
0,0,24.8929,4,4,1,
0,0,10.0458,1,0,1,
0,0,134.81,5,5,0,
0,0,7.81616,2,1,1,
0,0,109.311,2,2,0,
0,0,102.161,8,7,1,
0,0,218.273,11,11,0,
0,0,47.8964,2,1,1,
0,0,27.3988,0,0,0,
0,0,20.0156,3,2,1,
0,0,273.985,10,10,0,
0,0,1.12472,1,1,1,
0,0,27.3874,4,3,1,
0,0,147.533,3,3,0,
0,0,490.051,32,32,1,
0,0,65.7546,4,4,1,
0,0,42.0654,6,5,1,
0,0,88.5857,2,2,0,
0,0,39.5826,6,5,1,
0,0,333.392,5,5,0,
0,0,67.7753,9,8,1,
0,0,403.559,8,8,0,
0,0,24.2292,3,2,1,
0,0,133.74,9,9,0,
0,0,10.1461,1,0,1,
0,0,10.9243,0,0,0,
0,0,119.104,8,7,1,
0,0,7.20365,0,0,0,
0,0,269.397,16,16,1,
0,0,40.6941,6,5,1,
0,0,80.8736,2,2,0,
0,0,13.7252,3,2,1,
0,0,114.338,2,2,0,
0,0,66.0027,8,8,1,
0,0,117.182,7,7,1,
0,0,12.7302,2,2,1,
0,0,49.6464,2,1,1,
0,0,115.156,1,1,0,
0,0,60.7722,6,5,1,
0,0,54.642,2,2,0,
0,0,0.137693,1,0,1,
0,0,6.95051,1,1,0,
0,0,93.5698,10,9,1,
0,0,27.3452,0,0,0,
0,0,2.6185,1,0,1,
0,0,296.995,11,11,0,
0,0,55.5299,3,2,1,
0,0,191.967,6,6,0,
0,0,14.819,1,1,1,
0,0,0.995038,1,0,1,
0,0,31.4969,1,1,0,
0,0,78.0207,3,2,1,
0,0,235.38,9,9,0,
0,0,111.807,4,4,1,
0,0,107.098,5,5,1,
0,0,17.1915,1,0,1,
0,0,416.588,30,30,0,
0,0,103.782,11,11,1,
0,0,73.7525,6,5,1,
0,0,94.8368,1,1,0,
0,0,123.311,5,5,1,
0,0,32.3607,1,0,1,
0,0,559.645,21,21,0,
0,0,18.7032,1,1,1,
0,0,121.227,2,2,1,
0,0,79.7554,5,5,1,
0,0,5.89519,1,1,1,
0,0,40.7313,4,3,1,
0,0,65.835,2,2,0,
0,0,2.60778,1,1,1,
0,0,55.2057,2,1,1,
0,0,61.8166,1,1,0,
0,0,53.0428,3,3,1,
0,0,76.8649,5,5,1,
0,0,48.8428,4,3,1,
0,0,541.495,16,16,0,
0,0,66.3131,5,5,1,
0,0,98.023,9,9,1,
0,0,128.252,9,9,1,
0,0,197.47,9,9,1,
0,0,47.608,7,7,1,
0,0,41.1979,2,1,1,
0,0,197.408,3,3,0,
0,0,44.2246,3,3,1,
0,0,698.482,26,26,1,
0,0,104.988,7,6,1,
0,0,44.1012,0,0,0,
0,0,0.253948,1,1,1,
0,0,12.0752,2,1,1,
0,0,45.4936,1,1,0,
0,0,131.66,12,11,1,
0,0,52.0023,2,2,0,
0,0,97.3899,3,2,1,
0,0,97.7536,3,3,0,
0,0,99.4536,13,13,1,
0,0,8.61169,1,1,1,
0,0,75.7041,5,4,1,
0,0,65.7876,6,6,0,
0,0,25.7317,1,0,1,
0,0,176.582,6,6,0,
0,0,8.10583,1,1,1,
0,0,14.5082,1,0,1,
0,0,21.5181,1,1,0,
0,0,172.712,12,12,1,
0,0,12.7734,2,2,1,
0,0,19.6991,4,3,1,
0,0,318.75,14,14,0,
0,0,32.22,4,4,1,
0,0,50.102,4,3,1,
0,0,51.1363,3,3,0,
0,0,61.3101,4,3,1,
0,0,236.671,3,3,0,
0,0,83.1621,7,6,1,
0,0,67.3214,0,0,0,
0,0,33.3972,6,6,1,
0,0,32.4192,6,5,1,
0,0,142.383,5,5,0,
0,0,53.8113,6,6,1,
0,0,30.4605,1,0,1,
0,0,232.611,3,3,0,
0,0,219.621,12,11,1,
0,0,129.068,3,3,0,
0,0,33.9263,1,0,1,
0,0,164.632,4,4,0,
0,0,27.7565,4,4,1,
0,0,8.38317,1,1,1,
0,0,16.6085,3,2,1,
0,0,16.8241,0,0,0,
0,0,49.1387,3,2,1,
0,0,65.1433,3,3,0,
0,0,421.901,26,26,1,
0,0,96.3774,8,7,1,
0,0,79.3741,2,2,0,
0,0,41.3132,3,3,1,
0,0,45.4814,5,4,1,
0,0,83.8483,0,0,0,
0,0,44.5723,3,3,1,
0,0,11.0669,1,0,1,
0,0,14.2727,0,0,0,
0,0,37.0433,3,2,1,
0,0,73.8549,2,1,0,
0,0,10.2781,1,0,1,
0,0,28.4391,2,2,0,
0,0,3.46953,1,1,1,
0,0,145.869,8,8,1,
0,0,10.7174,2,2,1,
0,0,211.882,10,10,1,
0,0,33.2556,4,4,1,
0,0,32.6668,6,6,1,
0,0,1.429,1,0,1,
0,0,17.1737,1,1,0,
0,0,27.8149,4,3,1,
0,0,219.158,7,7,0,
0,0,36.527,6,5,1,
0,0,159.113,5,5,0,
0,0,42.2209,4,3,1,
0,0,100.397,5,5,0,
0,0,1.86735,1,0,1,
0,0,2.77374,0,0,0,
0,0,118.735,2,1,1,
0,0,147.57,3,3,0,
