eventID,energy,recoilAngle,neutronAngle,
3013,2.45673,1.13247,0.857532,
3014,2.49103,1.37628,0.37966,
3017,2.47281,1.22768,0.67052,
3018,2.44199,1.05708,1.00608,
3019,2.3833,0.79956,1.51722,
3020,2.38973,0.826355,1.46374,
3021,2.28146,0.30502,2.51676,
3022,2.4561,1.12905,0.864261,
3023,2.48744,1.34004,0.450495,
3024,2.43834,1.03951,1.04076,
3025,2.49279,1.39671,0.339752,
3026,2.27221,0.229372,2.6714,
3028,2.49468,1.42141,0.291513,
3031,2.49945,1.52277,0.0936866,
3033,2.48177,1.29173,0.545018,
3034,2.27629,0.26511,2.5983,
3035,2.28032,0.2966,2.53396,
3037,2.31809,0.515084,2.08947,
3039,2.32105,0.529376,2.06053,
3040,2.46722,1.19241,0.739734,
3041,2.45737,1.13592,0.850741,
3043,2.48317,1.30293,0.523107,
3044,2.28185,0.307827,2.51103,
3045,2.48125,1.28767,0.552981,
3046,2.49868,1.49656,0.14482,
3048,2.49719,1.46252,0.211258,
3050,2.3182,0.515622,2.08838,
3051,2.47578,1.24767,0.631331,
3052,2.49691,1.4571,0.22183,
3054,2.37579,0.768269,1.57977,
3055,2.449,1.09191,0.937398,
3056,2.458,1.13938,0.843931,
3057,2.49166,1.38335,0.365846,
3058,2.48159,1.30443,0.518791,
3059,2.46702,1.1912,0.742096,
3060,2.49606,1.44233,0.250662,
3063,2.49624,1.44541,0.24464,
3064,2.36704,0.731774,1.65284,
3066,2.29842,0.41257,2.29756,
3067,2.43594,1.02815,1.0632,
3070,2.47444,1.23851,0.649276,
3071,2.39056,0.829842,1.45679,
3072,2.43073,1.00391,1.1111,
3073,2.38058,0.788238,1.53984,
3074,2.49998,1.56116,0.0188042,
3075,2.48827,1.34798,0.434985,
3076,2.32334,0.540216,2.03859,
3078,2.41892,0.95086,1.21616,
3079,2.47984,1.27686,0.574144,
3080,2.27271,0.233966,2.66199,
3081,2.33237,0.581977,1.95419,
3082,2.48301,1.30157,0.525761,
3084,2.26273,0.110805,2.91429,
3085,2.48084,1.2845,0.559189,
3086,2.44922,1.09302,0.935204,
3087,2.4742,1.23687,0.652501,
3088,2.48493,1.31763,0.494345,
3089,2.47816,1.26448,0.598383,
3090,2.47186,1.22145,0.682743,
3091,2.49039,1.36946,0.392988,
3092,2.42202,0.964584,1.18896,
3093,2.47503,1.24249,0.641486,
3095,2.47023,1.21105,0.703143,
3096,2.34103,0.62063,1.87622,
3097,2.29164,0.372652,2.37882,
3098,2.49098,1.37574,0.380711,
3100,2.41994,0.955356,1.20725,
3101,2.46938,1.20568,0.713674,
3102,2.43249,1.01203,1.09506,
3103,2.48216,1.29475,0.539114,
3104,2.49896,1.50504,0.128284,
3105,2.35751,0.691635,1.73337,
3106,2.49682,1.45557,0.224826,
3108,2.49677,1.45465,0.226605,
